,State,Abbreviation,Number,Summary,Bill Type,Date,Status,Erin Reed's State Risk,URL,Sponsors,Bill Title,Bill Intent
177,Missouri,MO,SB281,Prohibits hormonal or surgical gender reassignment for a child under eighteen years of age,Gender Affirming Care Ban,2/23/2023,Second Read and Referred S Emerging Issues Committee,High,https://legiscan.com/MO/bill/SB281/2023,William Eigel,Prohibits hormonal or surgical gender reassignment for a child under eighteen years of age,WE WILL TAKE YOUR BODY FROM YOU
178,Missouri,MO,SB29,Prohibits an athletic team sponsored by a school from allowing a student to compete in an athletic competition designated for the opposite biological sex,Trans Sports Ban,1/31/2023,Hearing Conducted S Emerging Issues Committee,High,https://legiscan.com/MO/bill/SB29/2023,Tony Luetkemeyer,Prohibits an athletic team sponsored by a school from allowing a student to compete in an athletic competition designated for the opposite biological sex,WE WILL SHUT YOU OUT OF PUBLIC LIFE
179,Missouri,MO,SB377,Crates new provisions relating to public contracts,Ban on Public Investment in ESG Funds,2/23/2023,Second Read and Referred S Governmental Accountability Committee,High,https://legiscan.com/MO/bill/SB377/2023,Mary Coleman,Crates new provisions relating to public contracts,WE WILL EMPOWER YOUR ENEMIES
180,Missouri,MO,SB390,Establishes provisions relating to classroom instruction on gender identity and sexual orientation in certain grade levels,Don't Say Gay/Forced Outing,3/2/2023,Second Read and Referred S Education and Workforce Development Committee,High,https://legiscan.com/MO/bill/SB390/2023,Rick Brattin,Establishes provisions relating to classroom instruction on gender identity and sexual orientation in certain grade levels,WE WILL EMPOWER YOUR ENEMIES
181,Missouri,MO,SB42,Modifies provisions regarding elementary and secondary education,Trans Sports Ban,1/24/2023,"Bill Combined w/SCS SBs 4, 42 & 89",High,https://legiscan.com/MO/bill/SB42/2023,Rick Brattin,Modifies provisions regarding elementary and secondary education,WE WILL SHUT YOU OUT OF PUBLIC LIFE
182,Missouri,MO,SB429,Modifies provisions relating to sexually oriented businesses,Drag Ban,3/2/2023,Second Read and Referred S Emerging Issues Committee,High,https://legiscan.com/MO/bill/SB429/2023,Jill Carter,Modifies provisions relating to sexually oriented businesses,YOUR PRESENCE IS A PERVERSION
183,Missouri,MO,SB430,Prohibits public entities from entering into certain contracts,Anti-Boycotts Act,3/2/2023,Second Read and Referred S Governmental Accountability Committee,High,https://legiscan.com/MO/bill/SB430/2023,Jill Carter,Prohibits public entities from entering into certain contracts,WE WILL SILENCE YOUR ALLIES
184,Missouri,MO,SB436,Modifies provisions relating to fiduciary duties for investments of public employee retirement systems,Ban on Public Investment in ESG Funds,3/29/2023,"Hearing Scheduled S Veterans, Military Affairs and Pensions Committee",High,https://legiscan.com/MO/bill/SB436/2023,Jill Carter,Modifies provisions relating to fiduciary duties for investments of public employee retirement systems,WE WILL EMPOWER YOUR ENEMIES
185,Missouri,MO,SB48,"Establishes the ""Save Women's Sports Act"" relating to female-only athletics in middle schools, high schools, and colleges",Trans Sports Ban,1/31/2023,Hearing Conducted S Emerging Issues Committee,High,https://legiscan.com/MO/bill/SB48/2023,Mike Moon,"Establishes the ""Save Women's Sports Act"" relating to female-only athletics in middle schools, high schools, and colleges",WE WILL SHUT YOU OUT OF PUBLIC LIFE
186,Missouri,MO,SB497,Prohibits schools from providing course materials or instruction on gender identity or gender reassignment,Prohibits Gender Identity Instruction,3/23/2023,Second Read and Referred S Education and Workforce Development Committee,High,https://legiscan.com/MO/bill/SB497/2023,William Eigel,Prohibits schools from providing course materials or instruction on gender identity or gender reassignment,WE WILL SHUT YOU OUT OF PUBLIC LIFE
187,Missouri,MO,SB598,"Establishes the ""Missouri Child and Adolescent Protection Act""",Gender Affirming Care Ban,2/6/2023,S First Read,High,https://legiscan.com/MO/bill/SB598/2023,Rick Brattin,"Establishes the ""Missouri Child and Adolescent Protection Act""",WE WILL TAKE YOUR BODY FROM YOU
188,Missouri,MO,SB693,Creates the offense of engaging in an adult cabaret performance,Drag Ban,2/28/2023,S First Read,High,https://legiscan.com/MO/bill/SB693/2023,William Eigel,Creates the offense of engaging in an adult cabaret performance,YOUR PRESENCE IS A PERVERSION
189,Missouri,MO,SB87,"Establishes the ""Save Women's Sports Act""",Trans Sports Ban,1/31/2023,Hearing Conducted S Emerging Issues Committee,High,https://legiscan.com/MO/bill/SB87/2023,Ben Brown,"Establishes the ""Save Women's Sports Act""",WE WILL SHUT YOU OUT OF PUBLIC LIFE
190,Montana,MT,SB413,Prohibit sex education instruction below sixth grade in public schools,Don't Say Gay/Forced Outing,3/13/2023,(S) Missed Deadline for General Bill Transmittal,High,https://legiscan.com/MT/bill/SB413/2023,Carl Glimm,Prohibit sex education instruction below sixth grade in public schools,WE WILL EMPOWER YOUR ENEMIES
191,Montana,MT,SB337,Generally revise parental rights laws,Don't Say Gay/Forced Outing,3/13/2023,(S) Missed Deadline for General Bill Transmittal,High,https://legiscan.com/MT/bill/SB337/2023,Theresa Manzella,Generally revise parental rights laws,WE WILL EMPOWER YOUR ENEMIES
192,Montana,MT,SB458,Define sex in Montana law,Defining Trans People Out of the Law,3/22/2023,(H) First Reading,High,https://legiscan.com/MT/bill/SB458/2023,Carl Glimm,Define sex in Montana law,YOUR EXISTENCE IS A PERVERSION
193,Montana,MT,HB234,Revise dissemination of obscene material to minors laws,Book Ban,2/10/2023,(S) First Reading,High,https://legiscan.com/MT/bill/HB234/2023,Bob Phalen,Revise dissemination of obscene material to minors laws,YOU DO NOT EXIST
194,Montana,MT,HB303,Implement Medical Ethics and Diversity Act,Legal Discrimination in Healthcare,3/27/2023,"(S) Hearing (S) Public Health, Welfare and Safety",High,https://legiscan.com/MT/bill/HB303/2023,Amy Regier,Implement Medical Ethics and Diversity Act,WE WILL TAKE YOUR BODY FROM YOU
195,Montana,MT,HB359,Prohibit minors from attending drag shows,Drag Ban,3/20/2023,(S) Referred to Committee (S) Judiciary,High,https://legiscan.com/MT/bill/HB359/2023,Braxton Mitchell,Prohibit minors from attending drag shows,YOUR PRESENCE IS A PERVERSION
196,Montana,MT,HB361,Provide that use of a name and sex by a student is not discrimination,Legal Discrimination In Education,3/27/2023,(S) Hearing (S) Judiciary,High,https://legiscan.com/MT/bill/HB361/2023,Brandon Ler,Provide that use of a name and sex by a student is not discrimination,WE WILL EMPOWER YOUR ENEMIES
197,Montana,MT,SB99,Provide for a youth health protection act,Gender Affirming Care Ban,3/24/2023,(H) Returned to Senate with Amendments,High,https://legiscan.com/MT/bill/SB99/2023,John Fuller,Provide for a youth health protection act,WE WILL TAKE YOUR BODY FROM YOU
198,Nebraska,NE,LB371,Prohibit an individual under nineteen years of age or under twenty-one years of age from being present at a drag show as prescribed,Drag Ban,3/16/2023,"Notice of hearing for March 24, 2023",High,https://legiscan.com/NE/bill/LB371/2023,Dave Murman,Prohibit an individual under nineteen years of age or under twenty-one years of age from being present at a drag show as prescribed,YOUR PRESENCE IS A PERVERSION
199,Nebraska,NE,LB574,Adopt the Let Them Grow Act,Gender Affirming Care Ban,3/24/2023,Placed on Select File,High,https://legiscan.com/NE/bill/LB574/2023,Kathleen Kauth,Adopt the Let Them Grow Act,WE WILL TAKE YOUR BODY FROM YOU
200,Nebraska,NE,LB575,Adopt the Sports and Spaces Act,Trans Bathroom Ban,3/15/2023,Kauth AM875 filed,High,https://legiscan.com/NE/bill/LB575/2023,Kathleen Kauth,Adopt the Sports and Spaces Act,WE WILL CIRCUMSCRIBE THE SPACES YOU WALK IN
201,Nebraska,NE,LB743,Adopt the Investment Neutrality in Public Funds Act,Ban on Public Investment in ESG Funds,1/25/2023,"Notice of hearing for February 13, 2023",High,https://legiscan.com/NE/bill/LB743/2023,Kathleen Kauth,Adopt the Investment Neutrality in Public Funds Act,WE WILL EMPOWER YOUR ENEMIES
202,Nebraska,NE,LB810,Adopt the Medical Ethics and Diversity Act,Legal Discrimination in Healthcare,3/13/2023,Murman priority bill,High,https://legiscan.com/NE/bill/LB810/2023,Dave Murman,Adopt the Medical Ethics and Diversity Act,WE WILL TAKE YOUR BODY FROM YOU
203,Nevada,NV,SB302,Revises provisions relating to health care. (BDR 54-55),Gender Affirming Care Ban,3/17/2023,From printer. To committee.,Low,https://legiscan.com/NV/bill/SB302/2023,"James Ohrenschall, Melanie Scheible, Patricia Spearman, Dallas Harris, Edgar Flores, Dina Neal, Rochelle Nguyen, Julie Pazina","AN ACT relating to health care; prohibiting health care licensing boards from disqualifying from licensure or disciplining a person for providing or assisting in the provision of services for gender-affirming services; prohibiting the Governor from surrendering, or issuing an arrest warrant for, a person who is charged in another state with a criminal violation related to gender-affirming services; prohibiting state agencies from assisting in certain investigations and proceedings initiated in other states related to gender-affirming services; requiring certain health care licensing boards to examine the feasibility of reciprocal licensure for health care providers who provide gender-affirming services in other states; and providing other matters properly relating thereto.",WE WILL TAKE YOUR BODY FROM YOU
204,New Hampshire,NH,HB396,Relative to state recognition of biological sex.,Defining Trans People Out of the Law,2/15/2023,Retained in Committee,Moderate,https://legiscan.com/NH/bill/HB396/2023,"Jim Kofalt, Alicia Lekas, Judy Aron, Katherine Prudhomme-O'Brien, Shane Sirois, Mark Pearson, Jeanine Notter, Keith Ammon, Sheila Seidel, Debra DeSimone, Kevin Avard",Relative to state recognition of biological sex.,YOUR EXISTENCE IS A PERVERSION
205,New Hampshire,NH,HB417,Relative to the definition of child abuse.,Gender Affirming Care Ban,3/22/2023,Inexpedient to Legislate: Motion Adopted Voice Vote 03/22/2023 House Journal  10,Moderate,https://legiscan.com/NH/bill/HB417/2023,Dave Testerman,Relative to the definition of child abuse.,WE WILL TAKE YOUR BODY FROM YOU
206,New Hampshire,NH,HB619,"Prohibiting gender transition procedures for minors, relative to sex and gender in public schools, and relative to the definition of conversion therapy.",Gender Affirming Care Ban,3/15/2023,Retained in Committee,Moderate,https://legiscan.com/NH/bill/HB619/2023,"Terry Roy, James Spillane, Nikki McCarter, Kevin Verville, Jeanine Notter, Sheila Seidel, Alicia Lekas, David Love","Prohibiting gender transition procedures for minors, relative to sex and gender in public schools, and relative to the definition of conversion therapy.",WE WILL TAKE YOUR BODY FROM YOU
207,New Hampshire,NH,SB272,Establishing a parents' bill of rights in education.,Don't Say Gay/Forced Outing,3/23/2023,Public Hearing: 03/30/2023 01:00 pm Legislative Office Building 205-207,Moderate,https://legiscan.com/NH/bill/SB272/2023,"Sharon Carson, Kevin Avard, William Gannon, James Gray, Regina Birdsell, Jeb Bradley, Ruth Ward, Daniel Innis, Keith Murphy, Denise Ricciardi, Timothy Lang, Daryl Abbas, Carrie Gendreau, Howard Pearl",Establishing a parents' bill of rights in education.,WE WILL EMPOWER YOUR ENEMIES
208,New Jersey,NJ,A1418,Provides that public school parent who objects to learning material or activity that parent considers harmful may receive voucher from school district to enroll student in nonpublic school.,Allows Parents to change schools based on LGBTQ Curriculum,1/11/2022,"Introduced, Referred to Assembly Education Committee",Low,https://legiscan.com/NJ/bill/A1418/2022,"Robert Auth, Erik Peterson, Gerard Scharfenberger, John Catalano, Gregory McGuckin, John DiMaio, Bethanne McCarthy Patrick, Christopher DePhillips",Provides that public school parent who objects to learning material or activity that parent considers harmful may receive voucher from school district to enroll student in nonpublic school.,YOU DO NOT EXIST
209,New Jersey,NJ,A1630,"""Fairness in Women's Sport Act.""",Trans Sports Ban,1/11/2022,"Introduced, Referred to Assembly Education Committee",Low,https://legiscan.com/NJ/bill/A1630/2022,"Gregory McGuckin, John Catalano, Gerard Scharfenberger, Erik Peterson, Robert Auth, Bethanne McCarthy Patrick","""Fairness in Women's Sport Act.""",WE WILL SHUT YOU OUT OF PUBLIC LIFE
210,New Jersey,NJ,A3883,"Prohibits board of education from providing instruction in family life education, sex education, sexual health, sexual orientation, or gender identity to students in preschool through grade four.",Don't Say Gay/Forced Outing,5/9/2022,"Introduced, Referred to Assembly Education Committee",Low,https://legiscan.com/NJ/bill/A3883/2022,"Sean Kean, Christopher DePhillips, Jay Webber, Edward Thomson","Prohibits board of education from providing instruction in family life education, sex education, sexual health, sexual orientation, or gender identity to students in preschool through grade four.",WE WILL EMPOWER YOUR ENEMIES
211,New Jersey,NJ,A4042,"""Children Innocence Protection Act.""",Don't Say Gay/Forced Outing,5/16/2022,"Introduced, Referred to Assembly Education Committee",Low,https://legiscan.com/NJ/bill/A4042/2022,Erik Peterson,"""Children Innocence Protection Act.""",WE WILL EMPOWER YOUR ENEMIES
212,New Jersey,NJ,S2648,Prohibits school districts from incorporating instruction on sexual orientation or gender identity for students in grades kindergarten through six; requires consent from parents or guardians for students in grades seven through 12 for instruction on sexual orientation or gender identity.,Don't Say Gay/Forced Outing,5/16/2022,"Introduced in the Senate, Referred to Senate Education Committee",Low,https://legiscan.com/NJ/bill/S2648/2022,Edward Durr,Prohibits school districts from incorporating instruction on sexual orientation or gender identity for students in grades kindergarten through six; requires consent from parents or guardians for students in grades seven through 12 for instruction on sexual orientation or gender identity.,WE WILL EMPOWER YOUR ENEMIES
213,New Jersey,NJ,S3076,"Establishes ""Child Protection and Anti-Mutilation Act.""",Gender Affirming Care Ban,9/29/2022,"Introduced in the Senate, Referred to Senate Health, Human Services and Senior Citizens Committee",Low,https://legiscan.com/NJ/bill/S3076/2022,Edward Durr,"Establishes ""Child Protection and Anti-Mutilation Act.""",WE WILL TAKE YOUR BODY FROM YOU
214,New Jersey,NJ,S585,Provides that public school parent who objects to learning material or activity that parent considers harmful may receive voucher from school district to enroll student in nonpublic school.,Allows Parents to change schools based on LGBTQ Curriculum,1/11/2022,"Introduced in the Senate, Referred to Senate Education Committee",Low,https://legiscan.com/NJ/bill/S585/2022,"Michael Testa, Steven Oroho, Michael Doherty, Joseph Pennacchio, Edward Durr",Provides that public school parent who objects to learning material or activity that parent considers harmful may receive voucher from school district to enroll student in nonpublic school.,YOU DO NOT EXIST
215,New Jersey,NJ,S589,"""Fairness in Women's Sport Act.""",Trans Sports Ban,1/11/2022,"Introduced in the Senate, Referred to Senate Education Committee",Low,https://legiscan.com/NJ/bill/S589/2022,"Michael Testa, James Holzapfel, Edward Durr, Steven Oroho","""Fairness in Women's Sport Act.""",WE WILL SHUT YOU OUT OF PUBLIC LIFE
216,New Mexico,NM,HB394,No Gender Reassignment Teaching In Schools,Don't Say Trans,2/13/2023,Sent to HEC - Referrals: HEC/HHHC,Low,https://legiscan.com/NM/bill/HB394/2023,"John Block, Rodney Montoya, Mark Duncan",No Gender Reassignment Teaching In Schools,YOU DO NOT EXIST
217,New Mexico,NM,HB490,Parental Consent For Gender Procedures,Gender Affirming Care Ban,2/16/2023,Sent to HHHC - Referrals: HHHC/HJC,Low,https://legiscan.com/NM/bill/HB490/2023,"John Block, Rodney Montoya, Harlan Vincent, Alan Martinez, James Townsend",Parental Consent For Gender Procedures,WE WILL TAKE YOUR BODY FROM YOU
218,New Mexico,NM,HB492,Women's Sports Protection Act,Trans Sports Ban,2/16/2023,Sent to HHHC - Referrals: HHHC/HJC,Low,https://legiscan.com/NM/bill/HB492/2023,"Rodney Montoya, John Block, Alan Martinez, Harlan Vincent, Mark Duncan",Women's Sports Protection Act,WE WILL SHUT YOU OUT OF PUBLIC LIFE
219,New Mexico,NM,HM57,Importance Of Biological Males & Females,Resolution for LGBTQ discrimination,2/17/2023,Sent to HHHC - Referrals: HHHC,Low,https://legiscan.com/NM/bill/HM57/2023,"Cathrynn Brown, Jenifer Jones, Harlan Vincent, Andrea Reeb, Rodney Montoya",Importance Of Biological Males & Females,YOUR EXISTENCE IS A PERVERSION
220,North Carolina,NC,H43,Prohibition of Certain Hormone/Surgery/Minors,Gender Affirming Care Ban,2/6/2023,"Ref to the Com on Health, if favorable, Judiciary 1, if favorable, Rules, Calendar, and Operations of the House",Moderate,https://legiscan.com/NC/bill/H43/2023,"George Cleveland, Keith Kidwell, Bill Ward, Steve Tyson, James Adams, Celeste Cairns, James Clampitt, Kevin Crutchfield, Ken Fontenot, Jake Johnson, Donnie Loftis, Jeffrey McNeely, Ben Moss, Joe Pike, Carson Smith, Frank Sossamon, David Willis",Prohibition of Certain Hormone/Surgery/Minors,WE WILL TAKE YOUR BODY FROM YOU
221,North Carolina,NC,S49,Parents&#39; Bill of Rights,Don't Say Gay/Forced Outing,2/7/2023,"Referred To Rules, Calendar, and Operations of the House",Moderate,https://legiscan.com/NC/bill/S49/2023,"Amy Galey, Michael Lee, Lisa Barnes, Ted Alexander, Harold Corbin, Warren Daniel, Carl Ford, Bobby Hanig, Ralph Hise, Steve Jarvis, Todd Johnson, Joyce Krawiec, Michael Lazzara, Thomas McInnis, Timothy Moffitt, Buck Newton, Paul Newton, Brad Overcash, Jim Perry, Norman Sanderson, Benton Sawrey, Vickie Sawyer, Eddie Settle",Parents&#39; Bill of Rights,WE WILL EMPOWER YOUR ENEMIES
222,North Dakota,ND,HB1301,Prohibiting medical gender transitioning procedures on a minor; to provide a penalty; and to declare an emergency.,Gender Affirming Care Ban,2/17/2023,"Second reading, failed to pass, yeas 29 nays 62",High,https://legiscan.com/ND/bill/HB1301/2023,"Brandon Prichard, Scott Dyk, Matthew Ruby, Bill Tveit, Lori VanWinkle, Keith Boehm, Mike Dwyer, Bob Paulson, Shawn Vedaa","A BILL for an Act to create and enact chapter 23-52 of the North Dakota Century Code, relating to prohibiting medical gender transitioning procedures on a minor; to provide a penalty; and to declare an emergency.",WE WILL TAKE YOUR BODY FROM YOU
223,North Dakota,ND,HB1332,The regulation of social workers.,Conversion Therapy Legalization,1/24/2023,Committee Hearing 10:15,High,https://legiscan.com/ND/bill/HB1332/2023,"Brandon Prichard, Andrew Marschall, Karen Rohr, Dan Ruby, Matthew Ruby, Vicky Steiner, Nathan Toman, Jeffery Magrum","A BILL for an Act to create and enact a new section to chapter 43-41 of the North Dakota Century Code, relating to the regulation of social workers.",WE WILL TAKE YOUR MIND FROM YOU
224,North Dakota,ND,HB1526,The definition of a discriminatory practice and reproductive health education requirements; and to provide a penalty.,Don't Say Gay/Forced Outing,2/15/2023,"Second reading, failed to pass, yeas 41 nays 52",High,https://legiscan.com/ND/bill/HB1526/2023,"Scott Dyk, Jeff Hoverson, Brandon Prichard, Nico Rios, Kelby Timmons, Todd Beard","A BILL for an Act to create and enact a new section to chapter 14-02.4, a new section to chapter 15.1-07, and two new sections to chapter 15.1-21 of the North Dakota Century Code, relating to school discrimination, parental rights and involvement in school, curbing of social emotional learning, and the review and recommendation of instructional materials; to amend and reenact subsection 6 of section 14-02.4-02 and section 15.1-21-24 of the North Dakota Century Code, relating to the definition of a discriminatory practice and reproductive health education requirements; and to provide a penalty.",WE WILL EMPOWER YOUR ENEMIES
225,North Dakota,ND,SB2199,Gender usage in the North Dakota Century Code; and to provide a penalty.,Defining Trans People Out of the Law,1/20/2023,"Second reading, failed to pass, yeas 8 nays 39",High,https://legiscan.com/ND/bill/SB2199/2023,"David Clemens, Shawn Vedaa, Kent Weston, Karen Anderson, Austen Schauer, Bill Tveit","A BILL for an Act to amend and reenact section 1-01-34 of the North Dakota Century Code, relating to gender usage in the North Dakota Century Code; and to provide a penalty.",YOUR EXISTENCE IS A PERVERSION
226,North Dakota,ND,SB2199,Gender usage in the North Dakota Century Code; and to provide a penalty.,Forced Misgendering,1/20/2023,"Second reading, failed to pass, yeas 8 nays 39",High,https://legiscan.com/ND/bill/SB2199/2023,"David Clemens, Shawn Vedaa, Kent Weston, Karen Anderson, Austen Schauer, Bill Tveit","A BILL for an Act to amend and reenact section 1-01-34 of the North Dakota Century Code, relating to gender usage in the North Dakota Century Code; and to provide a penalty.",ALL THOSE AROUND YOU WILL JOIN HANDS TO MOCK YOU
227,North Dakota,ND,HB1139,Required elements of birth records.,Birth Certificate Change Ban,3/7/2023,Committee Hearing 09:45,High,https://legiscan.com/ND/bill/HB1139/2023,"Bernie Satrom, SuAnn Olson, Austen Schauer, Michelle Strinden, David Clemens, Cole Conley, David Rust","A BILL for an Act to amend and reenact sections 23-02.1-01, 23-02.1-13, and 23-02.1-15 of the North Dakota Century Code, relating to required elements of birth records.",WE WILL DENY YOU YOUR NAME
228,North Dakota,ND,HB1205,Prohibiting public libraries from maintaining explicit sexual material; to provide for a legislative management report; and to provide for application.,Book Ban,3/13/2023,Committee Hearing 10:00,High,https://legiscan.com/ND/bill/HB1205/2023,"Mike Lefor, Vicky Steiner","A BILL for an Act to create and enact a new section to chapter 12.1-27.1 of the North Dakota Century Code, relating to prohibiting public libraries from maintaining explicit sexual material; to provide for a legislative management report; and to provide for application.",YOU DO NOT EXIST
229,North Dakota,ND,HB1249,"Requiring schools to designate their athletic teams and sports for male, female, or coed participation and limitations on use of governmental property for athletic events.",Trans Sports Ban,3/27/2023,Committee Hearing 03:30,High,https://legiscan.com/ND/bill/HB1249/2023,"Ben Koppelman, Claire Cory, James Kasper, Scott Louser, Lisa Meier, Anna Novak, Lori VanWinkle, Keith Boehm, Judy Estenson, Diane Larson, Janne Myrdal, Bob Paulson","A BILL for an Act to create and enact chapter 15.1-41 of the North Dakota Century Code, relating to requiring schools to designate their athletic teams and sports for male, female, or coed participation and limitations on use of governmental property for athletic events.",WE WILL SHUT YOU OUT OF PUBLIC LIFE
230,North Dakota,ND,HB1254,The prohibition of certain practices against a minor; to provide a penalty; and to declare an emergency.,Gender Affirming Care Ban,3/15/2023,Committee Hearing 02:30,High,https://legiscan.com/ND/bill/HB1254/2023,"Bill Tveit, Dick Anderson, Larry Bellew, Brandon Prichard, Karen Rohr, Lori VanWinkle, Keith Boehm, David Clemens, Judy Estenson, Larry Luick, Janne Myrdal, Shawn Vedaa","A BILL for an Act to create and enact chapter 12.1-36.1 of the North Dakota Century Code, relating to the prohibition of certain practices against a minor; to provide a penalty; and to declare an emergency.",WE WILL TAKE YOUR BODY FROM YOU
231,North Dakota,ND,HB1297,Correction or amendment of birth records.,Birth Certificate Change Ban,3/20/2023,Committee Hearing 10:30,High,https://legiscan.com/ND/bill/HB1297/2023,"James Kasper, Ben Koppelman, Brandon Prichard, Karen Rohr, Dan Ruby, Matthew Ruby, Vicky Steiner, Lori VanWinkle, Keith Boehm, David Clemens, Janne Myrdal","A BILL for an Act to create and enact a new section to chapter 23-02.1 of the North Dakota Century Code, relating to correction or amendment of birth records.",WE WILL DENY YOU YOUR NAME
232,North Dakota,ND,HB1333,State pre-emption of local laws regulating obscenity; and to provide a penalty.,Drag Ban,3/20/2023,Committee Hearing 02:30,High,https://legiscan.com/ND/bill/HB1333/2023,"Brandon Prichard, Kathy Frelich, Lawrence Klemin, Ben Koppelman, Andrew Marschall, Michael Motschenbacher, Dan Ruby, Bill Tveit, Lori VanWinkle, Judy Estenson","A BILL for an Act to create and enact a new section to chapter 12.1-27.1 of the North Dakota Century Code, relating to restrictions on adult-oriented performances; to amend and reenact section 12.1-27.1-12 of the North Dakota Century Code, relating to state pre-emption of local laws regulating obscenity; and to provide a penalty.",YOUR PRESENCE IS A PERVERSION
233,North Dakota,ND,HB1473,"The use of restrooms, locker rooms, and shower rooms in a dormitory or living facility controlled by the state board of higher education, a correctional facility, a domestic violence sexual assault organization facility, the North Dakota youth correctional center, and the penitentiary exclusively for males and females.",Trans Bathroom Ban,1/24/2023,Committee Hearing 10:00,High,https://legiscan.com/ND/bill/HB1473/2023,"SuAnn Olson, Larry Bellew, Donna Henderson, Jeff Hoverson, Brandon Prichard, Vicky Steiner, Lori VanWinkle, Bob Paulson","A BILL for an Act to create and enact a new section to chapter 12-44.1, a new section to chapter 12-46, a new section to chapter 12-47, a new section to chapter 14-07.1, and a new section to chapter 15-10 of the North Dakota Century Code, relating to the use of restrooms, locker rooms, and shower rooms in a dormitory or living facility controlled by the state board of higher education, a correctional facility, a domestic violence sexual assault organization facility, the North Dakota youth correctional center, and the penitentiary exclusively for males and females.",WE WILL CIRCUMSCRIBE THE SPACES YOU WALK IN
234,North Dakota,ND,HB1474,"The definition of father, female, male, mother, and sex.",Defining Trans People Out of the Law,3/21/2023,Committee Hearing 03:00,High,https://legiscan.com/ND/bill/HB1474/2023,"SuAnn Olson, Dick Anderson, Cole Christensen, James Kasper, Ben Koppelman, Brandon Prichard, Vicky Steiner, Keith Boehm","A BILL for an Act to create and enact a new section to chapter 23-02.1 of the North Dakota Century Code, relating to vital statistic collection; and to amend and reenact section 1-01-49 of the North Dakota Century Code, relating to the definition of father, female, male, mother, and sex.",YOUR EXISTENCE IS A PERVERSION
235,North Dakota,ND,HB1489,"Requiring institutions of higher education designating athletic teams and sports for male, female, or coed participation.",Trans Sports Ban,3/27/2023,Committee Hearing 02:30,High,https://legiscan.com/ND/bill/HB1489/2023,"Ben Koppelman, Scott Louser, Lisa Meier, Anna Novak, SuAnn Olson, Vicky Steiner, Lori VanWinkle, Judy Estenson, Janne Myrdal, Bob Paulson, Mike Wobbema","A BILL for an Act to create and enact chapter 15-10.6 of the North Dakota Century Code, relating to requiring institutions of higher education designating athletic teams and sports for male, female, or coed participation.",WE WILL SHUT YOU OUT OF PUBLIC LIFE
236,North Dakota,ND,HB1522,Providing accommodations to a transgender student; and to declare an emergency.,Trans Bathroom Ban,3/21/2023,Committee Hearing 09:00,High,https://legiscan.com/ND/bill/HB1522/2023,"Scott Dyk, Cole Christensen, Kelby Timmons, Lori VanWinkle, Todd Beard, Kent Weston","A BILL for an Act to create and enact a new section to chapter 15.1-06 of the North Dakota Century Code, relating to providing accommodations to a transgender student; and to declare an emergency.",WE WILL CIRCUMSCRIBE THE SPACES YOU WALK IN
237,North Dakota,ND,HCR3010,"A concurrent resolution urging public schools and public entities, including agencies or departments that collect vital statistics, to protect women's rights by distinguishing between the sexes according to biological sex at birth for the purpose of providing equal opportunities and ensuring the privacy and safety of women and girls.",Resolution for bathroom bans,3/8/2023,Committee Hearing 10:30,High,https://legiscan.com/ND/bill/HCR3010/2023,"SuAnn Olson, Karen Anderson, Donna Henderson, Lisa Meier, Anna Novak, Karen Rohr, Vicky Steiner, Lori VanWinkle","A concurrent resolution urging public schools and public entities, including agencies or departments that collect vital statistics, to protect women's rights by distinguishing between the sexes according to biological sex at birth for the purpose of providing equal opportunities and ensuring the privacy and safety of women and girls.",WE WILL NARROW YOUR WORLD
238,North Dakota,ND,SB2231,Preferred pronoun discriminatory practices and school policies on expressed gender.,Don't Say Gay/Forced Outing,3/24/2023,Sent to Governor,High,https://legiscan.com/ND/bill/SB2231/2023,"Larry Luick, Scott Meyer, Claire Cory, Karen Karls","AN ACT to create and enact sections 14-02.4-03.1 and 15.1-06-21 of the North Dakota Century Code, relating to preferred pronoun discriminatory practices and school policies on expressed gender.",WE WILL EMPOWER YOUR ENEMIES
239,North Dakota,ND,SB2260,"Fundamental parental rights, parental involvement in education, and parental right to consent to medical treatment of the parent's child.",Don't Say Gay/Forced Outing,3/22/2023,Committee Hearing 03:00,High,https://legiscan.com/ND/bill/SB2260/2023,"Bob Paulson, Randy Lemm, Mike Wobbema, Scott Dyk, Matthew Heilman, Anna Novak","A BILL for an Act to create and enact a new section to chapter 14-09, a new section to chapter 15.1-09, and a new section to chapter 23-12 of the North Dakota Century Code, relating to fundamental parental rights, parental involvement in education, and parental right to consent to medical treatment of the parent's child.",WE WILL EMPOWER YOUR ENEMIES
