State,Number,Summary,Bill Type,Date,Status,Erin Reed's State Risk,Notes,URL,Sponsors,Calendar,History,Manual Status,Change Hash,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,HB1526,The definition of a discriminatory practice and reproductive health education requirements; and to provide a penalty.,Don't Say Gay/Forced Outing,2/15/2023,"Second reading, failed to pass, yeas 41 nays 52",High,,https://legiscan.com/ND/bill/HB1526/2023,"Scott Dyk, Jeff Hoverson, Brandon Prichard, Nico Rios, Kelby Timmons, Todd Beard",Hearing 2023-02-07 10:00 Coteau AB,"H 2023-01-18 Introduced, first reading, referred to Education, H 2023-02-07 Committee Hearing 10:00, H 2023-02-14 Reported back amended, do not pass, placed on calendar 8 6 0, H 2023-02-15 Amendment adopted, placed on calendar, H 2023-02-15 Second reading, failed to pass, yeas 41 nays 52",Failed,364698ef27b4a6c6edd1f1b30b6ec9be,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,HCR3010,"A concurrent resolution urging public schools and public entities, including agencies or departments that collect vital statistics, to protect women's rights by distinguishing between the sexes according to biological sex at birth for the purpose of providing equal opportunities and ensuring the privacy and safety of women and girls.",Resolution for bathroom bans,2/16/2023,"Introduced, first reading, referred to Human Services",High,,https://legiscan.com/ND/bill/HCR3010/2023,"SuAnn Olson, Karen Anderson, Donna Henderson, Lisa Meier, Anna Novak, Karen Rohr, Vicky Steiner, Lori VanWinkle",Hearing 2023-02-08 10:30 Pioneer,"H 2023-01-26 Introduced, first reading, referred to Human Services, H 2023-02-08 Committee Hearing 10:30, H 2023-02-09 Reported back amended, do pass, amendment placed on calendar 12 2 0, H 2023-02-10 Amendment adopted, placed on calendar, H 2023-02-13 Laid over one legislative day, H 2023-02-14 Second reading, adopted, S 2023-02-15 Received from House, S 2023-02-16 Introduced, first reading, referred to Human Services",Pass One Chamber,02e88a7adf9985af756fef6202cd66c3,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,SB2199,Relating to gender usage in the North Dakota Century Code; and to provide a penalty.,Defining Trans People Out of the Law,1/20/2023,"Second reading, failed to pass, yeas 8 nays 39",High,,https://legiscan.com/ND/bill/SB2199/2023,"David Clemens, Shawn Vedaa, Kent Weston, Karen Anderson, Austen Schauer, Bill Tveit",Hearing 2023-01-18 10:15 Peace Garden,"S 2023-01-10 Introduced, first reading, referred to Judiciary, S 2023-01-18 Committee Hearing 10:15, S 2023-01-18 Reported back, do not pass, placed on calendar 7 0 0, S 2023-01-20 Second reading, failed to pass, yeas 8 nays 39",Failed,5b004f1d98dbf819a11b659a90527b18,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,SB2199,Relating to gender usage in the North Dakota Century Code; and to provide a penalty.,Forced Misgendering,1/20/2023,"Second reading, failed to pass, yeas 8 nays 39",High,Force misgendering trans people by any group that received state funding,https://legiscan.com/ND/bill/SB2199/2023,"David Clemens, Shawn Vedaa, Kent Weston, Karen Anderson, Austen Schauer, Bill Tveit",Hearing 2023-01-18 10:15 Peace Garden,"S 2023-01-10 Introduced, first reading, referred to Judiciary, S 2023-01-18 Committee Hearing 10:15, S 2023-01-18 Reported back, do not pass, placed on calendar 7 0 0, S 2023-01-20 Second reading, failed to pass, yeas 8 nays 39",Failed,5b004f1d98dbf819a11b659a90527b18,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,SB2231,Relating to preferred pronoun discriminatory practices and school policies on expressed gender.,Don't Say Gay/Forced Outing,2/17/2023,"Introduced, first reading, referred to Judiciary",High,,https://legiscan.com/ND/bill/SB2231/2023,"Larry Luick, Scott Meyer, Claire Cory, Karen Karls","Hearing 2023-01-25 14:30 Peace Garden, Hearing 2023-02-07 14:45 Peace Garden","S 2023-02-07 Committee Hearing 02:45, S 2023-01-12 Introduced, first reading, referred to Judiciary, S 2023-01-25 Committee Hearing 02:30, S 2023-02-08 Reported back amended, do pass, amendment placed on calendar 6 1 0, S 2023-02-09 Amendment adopted, placed on calendar, S 2023-02-10 Second reading, passed, yeas 34 nays 12, H 2023-02-13 Received from Senate, H 2023-02-17 Introduced, first reading, referred to Judiciary",Pass One Chamber,18697f28821f64e975e3bea11868a406,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,HB1011,Public health and safety; defining terms; health care professionals; gender transition procedures; referrals; exceptions; public funds; Medicaid program reimbursements; felony penalties; statute of limitations; unprofessional conduct; license revocation; statute of limitations; claims or defenses; civil actions; administrative remedies; attorney fees; Attorney General; codification; effective date.,Gender Affirming Care Ban,2/7/2023,Second Reading referred to Public Health,Worst,HEALTHCARE BAN UP TO 21Y. ,https://legiscan.com/OK/bill/HB1011/2023,"Jim Olsen, Terry O'Donnell",,"H 2023-02-06 First Reading, H 2023-02-06 Authored by Representative Olsen, H 2023-02-07 Second Reading referred to Public Health",,753c0be48715689d9136707673685817,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,HB1377,Oklahoma Save Adolescents from Experimentation (SAFE) Act; effective date.,Gender Affirming Care Ban,2/7/2023,Second Reading referred to Public Health,Worst,SAFE act,https://legiscan.com/OK/bill/HB1377/2023,Tom Gann,,"H 2023-02-06 First Reading, H 2023-02-06 Authored by Representative Gann, H 2023-02-07 Second Reading referred to Public Health",,0e1d6ec349675d5fd3f6d76d43bf0d80,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,HB1466,Public health and safety; definitions; health care professionals; gender transition; exceptions; statute of limitations; license revocation; state license holders; certain claims; civil actions; attorney fees; effective date.,Gender Affirming Care Ban,2/7/2023,Second Reading referred to Public Health,Worst,,https://legiscan.com/OK/bill/HB1466/2023,Chris Sneed,,"H 2023-02-06 First Reading, H 2023-02-06 Authored by Representative Sneed, H 2023-02-07 Second Reading referred to Public Health",,856d249018ae43030bd1733d1524a704,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,HB1781,Children; Parents' Bill of Rights; private right of action; Attorney General; investigate; violation; materials; instruction; fine; term; effective date.,Don't Say Gay/Forced Outing,2/7/2023,Second Reading referred to Judiciary - Civil,Worst,"OPT-IN for sex ed, teaching about race, gender, sex, etc.",https://legiscan.com/OK/bill/HB1781/2023,Danny Williams,,"H 2023-02-06 First Reading, H 2023-02-06 Authored by Representative Williams, H 2023-02-07 Second Reading referred to Judiciary - Civil",,f1237980f6fe43b630d44a237019bb71,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,HB1947,State government; creating the Eliminate Economic Boycotts Act; requiring written verification in certain contracts; effective date.,Anti-Boycotts Act,2/7/2023,Second Reading referred to Rules,Worst,Prohibits boycotting due to trans rights,https://legiscan.com/OK/bill/HB1947/2023,"Charles McCall, Brad Boles, Dean Davis",,"H 2023-02-06 First Reading, H 2023-02-06 Authored by Representative McCall, H 2023-02-07 Second Reading referred to Rules",,466ee2c9a8829cd880f18a3f3f309a2e,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,HB2177,Public health and safety; health care professionals; prohibiting certain gender transition procedures; exceptions; administrative remedies; emergency.,Gender Affirming Care Ban,2/20/2023,Emergency added,Worst,,https://legiscan.com/OK/bill/HB2177/2023,"Kevin West, Jim Olsen, Denise Hader, Tom Gann, Sherrie Conley, Cody Maynard",Hearing 2023-02-22 13:30 ,"H 2023-02-06 First Reading, H 2023-02-06 Authored by Representative West (Kevin), H 2023-02-07 Second Reading referred to Public Health, H 2023-02-13 Coauthored by Representative(s) Olsen, H 2023-02-20 CR; Do Pass, amended by committee substitute Public Health Committee, H 2023-02-20 Coauthored by Representative(s) CrosswhiteHader, H 2023-02-20 Authored by Senator Bullard (principal Senate author), H 2023-02-20 Emergency added",Pass Committee,cf50c8ec57d2eb642caa646af2038094,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,HB2186,Crimes and punishments; adult cabaret and drag performance; making certain acts unlawful; codification; emergency.,Drag Ban,2/23/2023,Emergency added,Worst,,https://legiscan.com/OK/bill/HB2186/2023,"Kevin West, Kevin McDugle, Tom Gann, Shane Jett",Hearing 2023-02-22 10:30 Room 206,"H 2023-02-06 First Reading, H 2023-02-06 Authored by Representative West (Kevin), H 2023-02-07 Second Reading referred to Judiciary - Criminal, H 2023-02-23 CR; Do Pass, amended by committee substitute Judiciary - Criminal Committee, H 2023-02-23 Coauthored by Representative(s) McDugle, H 2023-02-23 Authored by Senator Bullard (principal Senate author), H 2023-02-23 Emergency added",Pass Committee,d2386175160070e2ba32bcb652e53799,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,HB2340,State government; business; contracts; prohibited contracts; enforcement; damages; effective date.,Anti-Boycotts Act,2/20/2023,Referred to Rules,Worst,,https://legiscan.com/OK/bill/HB2340/2023,Mark Lepak,,"H 2023-02-06 First Reading, H 2023-02-06 Authored by Representative Lepak, H 2023-02-07 Second Reading referred to General Government, H 2023-02-20 Withdrawn from General Government Committee, H 2023-02-20 Referred to Rules",,0a9f77a8ad20c28be1db211d534be96c,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,HB2546,Schools; instruction; sexual orientation; gender identity; codification; effective date.,Don't Say Gay/Forced Outing,2/22/2023,CR; Do Pass Common Education Committee,Worst,,https://legiscan.com/OK/bill/HB2546/2023,"Terry O'Donnell, Mark Lepak, Mark McBride",Hearing 2023-02-21 10:30 Room 206,"H 2023-02-06 First Reading, H 2023-02-06 Authored by Representative ODonnell, H 2023-02-07 Second Reading referred to Common Education, H 2023-02-22 CR; Do Pass Common Education Committee",Pass Committee,e7eb83b2cc62548d27a806ba41fc4b96,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,HB2736,Crimes and punishments; adding definition; effective date.,Drag Ban,2/7/2023,Second Reading referred to Judiciary - Criminal,Worst,,https://legiscan.com/OK/bill/HB2736/2023,Collin Duel,,"H 2023-02-06 First Reading, H 2023-02-06 Authored by Representative Duel, H 2023-02-07 Second Reading referred to Judiciary - Criminal",,05e6fdf56560881be4e5f7bb8d9d27c1,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB1004,Public retirement systems; creating the Oklahoma Pension Fiduciary Duty Act. Effective date.,Ban on Public Investment in ESG Funds,2/7/2023,Second Reading referred to Retirement and Insurance Committee then to Finance Committee,Worst,,https://legiscan.com/OK/bill/SB1004/2023,Shane Jett,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Jett, S 2023-02-07 Second Reading referred to Retirement and Insurance Committee then to Finance Committee",,43760a6a338b5055b8df40fa5bca5bf0,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB1007,Student athletics; creating the Save Men's Sports Act; requiring designation of certain athletic teams. Effective date. Emergency.,Trans Sports Ban,2/7/2023,Second Reading referred to Education,Worst,,https://legiscan.com/OK/bill/SB1007/2023,Shane Jett,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Jett, S 2023-02-07 Second Reading referred to Education",,13e5b06fb533ee7c78f79780fd39fb0d,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB1017,Schools; prohibiting survey on certain topics; prohibiting schools from maintaining books on certain topics. Effective date. Emergency.,Don't Say Gay/Forced Outing,2/7/2023,Second Reading referred to Education,Worst,,https://legiscan.com/OK/bill/SB1017/2023,Shane Jett,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Jett, S 2023-02-07 Second Reading referred to Education",,3e64eb197c2695c609419ed0cb63b3a8,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB129,"Health care; prohibiting certain uses of public funds, public facilities, and public employees. Emergency.",Gender Affirming Care Ban,2/13/2023,Coauthored by Senator Burns,Worst,,https://legiscan.com/OK/bill/SB129/2023,"David Bullard, George Burns, Warren Hamilton, Tom Woods",Hearing 2023-02-08 09:00 Room 535 ,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Bullard, S 2023-02-07 Second Reading referred to Rules Committee then to Appropriations Committee, S 2023-02-08 Reported Do Pass, amended by committee substitute Rules committee; CR filed, S 2023-02-08 Referred to Appropriations, S 2023-02-08 Coauthored by Senator Hamilton, S 2023-02-09 Coauthored by Senator Woods, S 2023-02-13 Coauthored by Senator Burns",Pass Committee,a30df4aa9d42d7441e263ece9162cc41,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB131,Schools; amending the Parents' Bill of Rights; providing for civil action; modifying certain rights. Effective date. Emergency.,Forced Outing by Schools,2/13/2023,Coauthored by Senator Burns,Worst,,https://legiscan.com/OK/bill/SB131/2023,"Cody Rogers, Casey Murdock, George Burns, Warren Hamilton",,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Rogers, S 2023-02-07 Second Reading referred to Education, S 2023-02-07 Coauthored by Senator Hamilton, S 2023-02-08 Coauthored by Senator Murdock, S 2023-02-13 Coauthored by Senator Burns",,205b47d33346ae0a82d169e013c25a3d,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB250,Public programs; prohibiting public funding for provider of gender transition procedures; allowing reapplication under certain conditions. Emergency.,Gender Affirming Care Ban,2/13/2023,Coauthored by Senator Burns,Worst,"FULL ADULT HEALTHCARE BAN via banning ANY reimbursment from medicaid, medicare, or state or federal government if they provide gender affirming care at all. ",https://legiscan.com/OK/bill/SB250/2023,"Nathan Dahm, George Burns",,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Dahm, S 2023-02-07 Second Reading referred to Rules, S 2023-02-13 Coauthored by Senator Burns",,19a6e41cd02e90a12adc5b012d868af7,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB251,Definitions and general provisions; limiting permissible applications of specified term or definition; prohibiting public entity from using other applications. Emergency.,Defining Trans People Out of the Law,2/13/2023,Coauthored by Senator Burns,Worst,,https://legiscan.com/OK/bill/SB251/2023,"Nathan Dahm, George Burns",,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Dahm, S 2023-02-07 Second Reading referred to Rules, S 2023-02-13 Coauthored by Senator Burns",,af9fd0096056e67ff392db0e6f77ae07,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB252,Health care; prohibiting certain medical treatment for minors; providing administrative penalty. Effective date.,Gender Affirming Care Ban,2/13/2023,Coauthored by Senator Burns,Worst,,https://legiscan.com/OK/bill/SB252/2023,"Nathan Dahm, George Burns",,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Dahm, S 2023-02-07 Second Reading referred to Rules, S 2023-02-13 Coauthored by Senator Burns",,d8c8ed394ca42a286577c8cd74023cdc,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB30,Schools; requiring certain notifications; prohibiting use of certain names and pronouns without consent; prohibiting certain instruction in certain grades. Effective date. Emergency.,Don't Say Gay/Forced Outing,2/13/2023,Coauthored by Senator Burns,Worst,Requires pronouns and names as on birth cert in schools. ,https://legiscan.com/OK/bill/SB30/2023,"Cody Rogers, Casey Murdock, George Burns, Warren Hamilton",,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Rogers, S 2023-02-07 Second Reading referred to Education, S 2023-02-07 Coauthored by Senator Hamilton, S 2023-02-08 Coauthored by Senator Murdock, S 2023-02-13 Coauthored by Senator Burns",,7852106d5bcffe1d4bc30406dc6dccca,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB345,Crime and punishment; making certain medical treatment unlawful; defining term; providing for certain penalty. Emergency.,Gender Affirming Care Ban,2/7/2023,Second Reading referred to Rules,Worst,,https://legiscan.com/OK/bill/SB345/2023,Warren Hamilton,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Hamilton, S 2023-02-07 Second Reading referred to Rules",,ec6a048df829a88b9ca934744f8394f4,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB408,Discrimination; creating the Women's Bill of Rights; authorizing distinctions for certain purposes. Effective date.,Defining Trans People Out of the Law,2/22/2023,Coauthored by Senator Seifried,Worst,,https://legiscan.com/OK/bill/SB408/2023,"Jessica Garvin, Micheal Bergstrom, Warren Hamilton, Cody Rogers, Ally Seifried","Hearing 2023-02-09 13:30 Room 230 , Hearing 2023-02-09 13:30 Room 230 ","S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Garvin, S 2023-02-07 Second Reading referred to General Government, S 2023-02-09 Coauthored by Senator Hamilton, S 2023-02-09 Coauthored by Senator Bergstrom, S 2023-02-09 Coauthored by Senator Rogers, S 2023-02-09 Reported Do Pass General Government committee; CR filed, S 2023-02-13 Coauthored by Representative Hasenbeck (principal House author), S 2023-02-22 Coauthored by Senator Seifried",Pass Committee,208001cf554e702b569c40b35a29cd73,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB613,"Health care; prohibiting gender transition procedures for children; providing for administrative, criminal and civil enforcement. Effective date.",Gender Affirming Care Ban,2/16/2023,First Reading,Worst,,https://legiscan.com/OK/bill/SB613/2023,"Julie Daniels, Nathan Dahm, Micheal Bergstrom, David Bullard, George Burns, Warren Hamilton, Shane Jett, Cody Rogers, Blake Stephens, Tom Woods, Rob Standridge, David Hardin",Hearing 2023-02-08 09:00 Room 535 ,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Daniels, S 2023-02-07 Second Reading referred to Rules, S 2023-02-06 Coauthored by Senator Bullard, S 2023-02-06 Coauthored by Senator Jett, S 2023-02-06 Coauthored by Senator Burns, S 2023-02-06 Coauthored by Senator Bergstrom, S 2023-02-08 Reported Do Pass, amended by committee substitute Rules committee; CR filed, S 2023-02-08 Emergency removed, S 2023-02-08 Coauthored by Senator Hamilton, S 2023-02-09 Coauthored by Senator Woods, S 2023-02-13 Coauthored by Senator Rogers, S 2023-02-13 Coauthored by Senator Stephens, S 2023-02-14 Coauthored by Senator Dahm, S 2023-02-14 Coauthored by Representative Hasenbeck (principal House author), S 2023-02-15 General Order, Considered, S 2023-02-15 Measure passed: Ayes: 40 Nays: 8, S 2023-02-15 Referred for engrossment, S 2023-02-16 Engrossed to House, H 2023-02-16 First Reading",Pass One Chamber,8a28512f35f372a98908c47204f07344,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB614,Health care; prohibiting gender reassignment medical treatment for minors; providing for certain civil actions and relief. Emergency.,Gender Affirming Care Ban,2/7/2023,Second Reading referred to Rules,Worst,,https://legiscan.com/OK/bill/SB614/2023,Julie Daniels,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Daniels, S 2023-02-07 Second Reading referred to Rules",,6bcd95411a179c922b4832b21d637980,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB786,Health care; prohibiting provision of certain services to minor; authorizing certain civil action; authorizing reward of certain damages or relief. Effective date.,Gender Affirming Care Ban,2/7/2023,Second Reading referred to Rules,Worst,,https://legiscan.com/OK/bill/SB786/2023,Rob Standridge,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Standridge, S 2023-02-07 Second Reading referred to Rules",,7bec28ebbea618ad40e4ee1952ad6a4b,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB787,Health care; prohibiting provision of certain services to minor; authorizing certain civil action; authorizing reward of certain damages or relief. Effective date.,Gender Affirming Care Ban,2/7/2023,Second Reading referred to Rules,Worst,,https://legiscan.com/OK/bill/SB787/2023,Rob Standridge,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Standridge, S 2023-02-07 Second Reading referred to Rules",,480597e5d16b9c7e6f509530f4582f94,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB788,Health care; prohibiting provision of certain services to minor; authorizing certain civil action; authorizing reward of certain damages or relief; creating certain criminal offense and penalty. Effective date.,Gender Affirming Care Ban,2/7/2023,Second Reading referred to Rules,Worst,,https://legiscan.com/OK/bill/SB788/2023,Rob Standridge,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Standridge, S 2023-02-07 Second Reading referred to Rules",,a29faa9cc905d6e5109edef8af94c723,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB789,Health care; prohibiting provision of certain services to minor; authorizing certain civil action; authorizing reward of certain damages or relief; creating certain criminal offense and penalty. Effective date.,Gender Affirming Care Ban,2/7/2023,Second Reading referred to Rules,Worst,,https://legiscan.com/OK/bill/SB789/2023,Rob Standridge,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Standridge, S 2023-02-07 Second Reading referred to Rules",,c1612db317cf8775305500dd7a265afd,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB866,Schools; requiring written consent to participate in certain curriculum; directing certain curriculum and materials be available for inspection. Effective date. Emergency.,Don't Say Gay/Forced Outing,2/6/2023,Coauthored by Senator Bergstrom,Worst,,https://legiscan.com/OK/bill/SB866/2023,"David Bullard, Micheal Bergstrom",,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Bullard, S 2023-02-07 Second Reading referred to Education, S 2023-02-06 Coauthored by Senator Bergstrom",,938ba8f1c3eb985d99fd1e1cad9cec1b,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB878,Health care; creating the Oklahoma Save Adolescents from Experimentation (SAFE) Act; prohibiting gender transition procedures; providing for administrative and civil enforcement. Emergency.,Gender Affirming Care Ban,2/7/2023,Second Reading referred to Rules,Worst,,https://legiscan.com/OK/bill/SB878/2023,Shane Jett,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Jett, S 2023-02-07 Second Reading referred to Rules",,4491b296029623591bc74ecc32b65bbe,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB887,"Freedom of conscience; creating the Medical Ethics Defense Act; granting certain rights and protections to certain medical practitioners, healthcare institutions, or healthcare payers. Effective date.",Legal Discrimination in Healthcare,2/7/2023,Second Reading referred to Health and Human Services,Worst,,https://legiscan.com/OK/bill/SB887/2023,Shane Jett,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Jett, S 2023-02-07 Second Reading referred to Health and Human Services",,311c216405a8fce462cbe9a31da92d6b,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB932,"Education; prohibiting certain employees, volunteers, and contractors from using certain names or pronouns without written consent. Effective date. Emergency.",Forced Misgendering,2/7/2023,Second Reading referred to Education,Worst,,https://legiscan.com/OK/bill/SB932/2023,Shane Jett,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Jett, S 2023-02-07 Second Reading referred to Education",,94477d8181f1cb630e4d440f61934ef0,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB937,"Schools; creating the School Establishment Clause Act (SECA); prohibiting creation, enforcement, or endorsement of certain policies. Effective date. Emergency.",Trans Sports Ban,2/7/2023,Second Reading referred to Education,Worst,Very long insane bill labeling LGBTQ community as a religion,https://legiscan.com/OK/bill/SB937/2023,Shane Jett,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Jett, S 2023-02-07 Second Reading referred to Education",,67d6b86212c43f23fee45bde0cf01aee,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,SB973,Schools; prohibiting certain curriculum and materials for certain grades from including certain information. Effective date. Emergency.,Don't Say Gay/Forced Outing,2/7/2023,Second Reading referred to Education,Worst,,https://legiscan.com/OK/bill/SB973/2023,Shane Jett,,"S 2023-02-06 First Reading, S 2023-02-06 Authored by Senator Jett, S 2023-02-07 Second Reading referred to Education",,8fbee83fb82a616a6f8fbccd31bb1e12,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,,,Allows Parents to change schools based on LGBTQ Curriculum,Unknown,,Worst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,HB1449,Discrimination; enacting the Women's Bill of Rights; effective date.,Defining Trans People Out of the Law,2/23/2023,Authored by Senator Garvin (principal Senate author),Worst,,https://legiscan.com/OK/bill/HB1449/2023,"Toni Hasenbeck, Sherrie Conley, Marilyn Stark, Denise Hader, Tammy Townley",Hearing 2023-02-22 15:00 Room 4s5,"H 2023-02-06 First Reading, H 2023-02-06 Authored by Representative Hasenbeck, H 2023-02-07 Second Reading referred to Rules, H 2023-02-16 Withdrawn from Rules Committee, H 2023-02-16 Referred to Public Health, H 2023-02-23 CR; Do Pass, amended by committee substitute Public Health Committee, H 2023-02-23 Coauthored by Representative(s) Conley, H 2023-02-23 Authored by Senator Garvin (principal Senate author)",Pass Committee,222cd3ca9e8b17416ab5f95890bb0342,,,,,,,,,,,,,,,,,,,,,,,
Oregon,HB2044,Relating to insurers offering dental plans outside of the health insurance exchange; declaring an emergency.,Don't Say Gay/Forced Outing,1/11/2023,Referred to Behavioral Health and Health Care.,Safest,,https://legiscan.com/OR/bill/HB2044/2023,,,"H 2023-01-09 First reading. Referred to Speaker's desk., H 2023-01-11 Referred to Behavioral Health and Health Care.",,1a401d9e9f5c722e3a0997e0d5766848,,,,,,,,,,,,,,,,,,,,,,,
Oregon,HB2186,Relating to sex-specific athletic activities.,Trans Sports Ban,1/12/2023,Referred to Rules.,Safest,Sports ban. ,https://legiscan.com/OR/bill/HB2186/2023,"David Smith, Boomer Wright, Emily McIntire, Ed  Diehl, Christine Goodwin",,"H 2023-01-09 First reading. Referred to Speaker's desk., H 2023-01-12 Referred to Rules.",,f5591c0809d0a92ae8dd180131d7a83a,,,,,,,,,,,,,,,,,,,,,,,
Oregon,HB2477,Relating to parental rights regarding students.,Don't Say Gay/Forced Outing,1/11/2023,Referred to Education.,Safest,,https://legiscan.com/OR/bill/HB2477/2023,"Kimberly Wallan, Tracy Cramer, Ed  Diehl, Christine Goodwin",,"H 2023-01-09 First reading. Referred to Speaker's desk., H 2023-01-11 Referred to Education.",,57f195e67dfd2f0c6aa38b0f2dc6078f,,,,,,,,,,,,,,,,,,,,,,,
Oregon,HB3137,Relating to procedures to alter minor's sex; declaring an emergency.,Gender Affirming Care Ban,1/30/2023,Referred to Behavioral Health and Health Care.,Safest,,https://legiscan.com/OR/bill/HB3137/2023,"Ed  Diehl, James Hieb, Cyrus Javadi, Christine Goodwin",,"H 2023-01-24 First reading. Referred to Speaker's desk., H 2023-01-30 Referred to Behavioral Health and Health Care.",,c60a5b41ad12ea1da309c8a0e5bb9fe6,,,,,,,,,,,,,,,,,,,,,,,
Oregon,SB452,Relating to gender reassignment surgery.,Gender Affirming Care Ban,1/14/2023,Referred to Finance and Revenue.,Safest,Minor surgery ban. ,https://legiscan.com/OR/bill/SB452/2023,"Bill Hansell, Lynn Findley",,"S 2023-01-09 Introduction and first reading. Referred to President's desk., S 2023-01-14 Referred to Finance and Revenue.",,eb658d18688fc39e992c3d386fc2e599,,,,,,,,,,,,,,,,,,,,,,,
Oregon,SB453,Relating to participation in athletic competitions according to biological sex.,Trans Sports Ban,1/11/2023,Referred to Education.,Safest,Sports ban. ,https://legiscan.com/OR/bill/SB453/2023,"Bill Hansell, Lynn Findley",,"S 2023-01-09 Introduction and first reading. Referred to President's desk., S 2023-01-11 Referred to Education.",,1fe4cda41fda04e3300cb73ec1a2b5cb,,,,,,,,,,,,,,,,,,,,,,,
Oregon,SB749,Relating to sex-specific athletic activities.,Trans Sports Ban,1/17/2023,Referred to Education.,Safest,,https://legiscan.com/OR/bill/SB749/2023,David Smith,,"S 2023-01-17 Introduction and first reading. Referred to President's desk., S 2023-01-17 Referred to Education.",,e65564bb6c488f39044333ef6fb5ebfe,,,,,,,,,,,,,,,,,,,,,,,
Oregon,SB897,Relating to prohibiting gender-affirming care at correctional facilities.,Gender Affirming Care Ban,2/13/2023,Referred to Health Care.,Safest,,https://legiscan.com/OR/bill/SB897/2023,"David Smith, Lynn Findley, Dennis Linthicum, Art Robinson, Kim Thatcher, Shelly Boshart Davis, Jami Cate, Christine Goodwin, James Hieb, Bobby Levy, Rick Lewis, Kevin Mannix, Lily Morgan, Virgle Osborne, Werner Reschke, Anna Scharf, Boomer Wright",,"S 2023-02-13 Introduction and first reading. Referred to President's desk., S 2023-02-13 Referred to Health Care.",,ef5c569e961df38311b7b84071dcc136,,,,,,,,,,,,,,,,,,,,,,,
